Baselines,Avg MSE,Stderr,Std MSE,Stderr Std
indiv_greedy,6.839020428857657,0.7410659601814993,1.8584120400098345,0.26573686515988604
rand,4.973590618544473,1.2542439512084782,2.4570557226735885,0.8953288392825369
