Baselines,Avg MSE,Stderr,Std MSE,Stderr Std
entropy,2.8645184581334378,0.43083134927111005,1.1049268670905097,0.05197179424896331
indiv_greedy,5.1793163223855325,0.8029547161967946,2.613171411974481,0.13721544329599858
